"Data","IPEDS ID","Year","NCAA Subdivision","FBS Conference","Total Expenses","Excess Transfers Back","Other Expenses","Medical","Competition Guarantees...10","Recruiting","Game Expenses and Travel","Facilities and Equipment","Coaches Compensation","Support and Admin Compensation w/Severance","Athletic Student Aid","Total Revenues","Other Revenue","Corporate Sponsorship, Advertising, Licensing","Donor Contributions","Competition Guarantees...21","NCAA/Conference Distributions, Media Rights, and Post-Season Football","Ticket Sales","Institutional/Government Support","Student Fees","Total Academic Spending (University-Wide)","Total Football Spending","Total Football Coaching Salaries","Athletics Related Debt","Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
"University of Minnesota-Twin Cities",174066,2020,"Football Bowl Subdivision","Big Ten Conference",124818508,0,9064690,1450872,2223639,2016583,13322065,37346240,24238063,21510683,13645673,119280297,8065430,12610058,10851248,384300,57800971,21616208,7952082,0,2962204866,36049362,11365234,232541564,21431348
"University of Minnesota-Twin Cities",174066,2021,"Football Bowl Subdivision","Big Ten Conference",103821135,0,4774727,5851475,217638,377191,5487435,30920244,22988232,18290972,14913221,85512708,4336111,7777725,15492206,0,49455720,0,8450946,0,2828596852,25887683,10774290,216712712,21172374
"University of Minnesota-Twin Cities",174066,2022,"Football Bowl Subdivision","Big Ten Conference",130285463,0,10105839,1822278,3623807,2177614,13474169,36114471,26675475,20928554,15363256,135198272,8942230,10807446,24382112,460000,63367216,19252536,7986732,0,NA,40749035,13381223,218381910,21067011
"University of Mississippi",176017,2005,"Football Bowl Subdivision","Southeastern Conference",28721832,0,2509405,386648,1641966,663707,3158103,5203484,5928390,5032980,4197149,28721832,2211948,201491,4169888,1093140,9631777,8942703,905423,1565462,226553162,7264838,2424244,3.2e+07,3e+06
"University of Mississippi",176017,2006,"Football Bowl Subdivision","Southeastern Conference",29412948,0,1246418,828580,1679402,834653,2982754,7935971,4631407,4817249,4456514,29412948,2063581,216303,3685949,1063550,10469249,9352455,996399,1565462,244295598,6755180,1759140,18465000,2950000
"University of Mississippi",176017,2007,"Football Bowl Subdivision","Southeastern Conference",33782527,0,2660662,266546,1191066,780299,3004934,8079125,7853994,5575952,4369949,33782527,2324270,585505,6501469,379500,10840631,10425871,1159819,1565462,266664967,7067428,3004200,45462104,4261102
"University of Mississippi",176017,2008,"Football Bowl Subdivision","Southeastern Conference",34769709,0,3397815,322141,1544040,837054,2919381,8445504,5667543,6963000,4673231,34769709,1698998,525627,5820204,439212,11664745,11395994,1409467,1815462,289786909,7032803,2155671,43096931,4520200
"University of Mississippi",176017,2009,"Football Bowl Subdivision","Southeastern Conference",41290128,0,2272512,610379,1325211,888647,4138707,12181946,6208712,8084864,5579150,41290128,3281831,706421,7678900,375437,14899584,10945069,1491108,1911778,294537570,9514554,2605197,46631868,6365900
"University of Mississippi",176017,2010,"Football Bowl Subdivision","Southeastern Conference",45737904,0,3555747,499300,1567742,830940,5287248,10160866,10256646,7915879,5663536,45737904,1152409,763684,5375438,248500,21471524,13205834,1700315,1820200,310637912,11920509,5177974,43123045,5547697
"University of Mississippi",176017,2011,"Football Bowl Subdivision","Southeastern Conference",47109301,0,2059185,629861,1905296,982959,5865915,9800699,11363981,8469746,6031659,49180892,1188689,1031987,8186816,244500,21755511,13112474,1734137,1926778,329522424,17764174,5727683,41797582,4576972
"University of Mississippi",176017,2012,"Football Bowl Subdivision","Southeastern Conference",51708064,0,2812114,787555,2565659,1018204,5923231,10284111,11033646,10785462,6498082,51858993,1246291,813853,10933092,577048,22673458,13449035,1754438,411778,349602907,18739684,4985407,38944583,4840467
"University of Mississippi",176017,2013,"Football Bowl Subdivision","Southeastern Conference",71315807,0,9950710,794679,2221322,1245317,7506260,12865867,12175397,17503622,7052633,73390050,5879477,3572718,18454960,248000,25090955,16312342,1919820,1911778,358984423,28267069,5094919,64293179,5096076
"University of Mississippi",176017,2014,"Football Bowl Subdivision","Southeastern Conference",73293496,0,11129025,930477,2679736,1302500,9322884,12750950,13729892,13721534,7726498,75849000,8393845,4857343,15898757,442500,25089217,17280915,1974645,1911778,696862297,27356450,6103196,62911862,7273559
"University of Mississippi",176017,2015,"Football Bowl Subdivision","Southeastern Conference",82399898,0,8598308,877657,1997259,1192546,8131364,23225071,15739495,14634411,8003787,87602519,4589130,3137392,22018317,2067500,34458553,19335875,83974,1911778,715423161,27040318,7679186,73553258,3243709
"University of Mississippi",176017,2016,"Football Bowl Subdivision","Southeastern Conference",97105043,0,9518482,1331377,2254785,1254438,10301931,29414771,18086381,15732986,9209892,110524705,5487736,4832470,31692460,252000,45245236,20616537,486488,1911778,763831322,34181971,9187170,122733915,5349542
"University of Mississippi",176017,2017,"Football Bowl Subdivision","Southeastern Conference",108885512,0,8800119,1059185,2199781,1461037,12144215,35634094,19226862,17758107,10602112,117834511,5661167,5023290,32355158,2835000,45436707,23738310,873101,1911778,792527142,35317989,10130103,112585085,9460754
"University of Mississippi",176017,2018,"Football Bowl Subdivision","Southeastern Conference",116812268,0,9128677,1199187,3757700,1683435,12438595,36404435,18861309,22722004,10616926,110912617,5384277,5162143,34144898,518360,40271926,22332066,1187169,1911778,798502331,35377133,8133900,135595043,9580483
"University of Mississippi",176017,2019,"Football Bowl Subdivision","Southeastern Conference",113013400,0,8760583,951500,4122150,1647740,12613147,33818574,20827995,19342097,10929614,108442428,6158056,8023825,27919212,1172645,41170355,20902939,1183618,1911778,817221560,37790720,9725592,125198478,11620196
"University of Mississippi",176017,2020,"Football Bowl Subdivision","Southeastern Conference",113008288,0,7499063,839736,3264300,1360493,9230145,29369825,25779768,24678714,10986244,105875209,5977184,5157905,25830176,260000,49791643,15559428,1387095,1911778,829832047,44375627,13909249,107609789,91102996
"University of Mississippi",176017,2021,"Football Bowl Subdivision","Southeastern Conference",109763195,0,7324049,4632115,592289,339608,10304844,29896914,21730784,24004908,10937684,127394340,4813763,5208605,14905218,20000,88018028,6826405,5690543,1911778,804565173,38313502,10321262,107409230,10625473
"University of Mississippi",176017,2022,"Football Bowl Subdivision","Southeastern Conference",138796990,0,12922291,1607512,3074450,2506402,15916655,36644668,28788459,25036564,12299989,133557937,9551861,6134932,34409478,532175,59280314,19574652,2162747,1911778,804565173,55107688,14886471,118047209,8881732
"University of Missouri-Columbia",178396,2005,"Football Bowl Subdivision","Big 12 Conference",46351896,0,4663166,537892,3442676,534994,6105754,9104867,6556948,9719080,5686519,46812603,7322985,827565,9742977,165000,10889654,15060172,2804250,0,619359217,6814760,2662550,36377727,3654470
"University of Missouri-Columbia",178396,2006,"Football Bowl Subdivision","Big 12 Conference",56057181,0,6298360,486622,2886788,670542,4138725,17734135,7096553,10817497,5927959,50495448,7883447,780560,14304319,171080,9915440,14599807,2840795,0,631820410,7135461,2634667,34831995,3351475
"University of Missouri-Columbia",178396,2007,"Football Bowl Subdivision","Big 12 Conference",57211839,0,5931117,622403,3679362,684480,4825375,17809987,7092475,10257563,6309077,56406107,8788459,995000,16603749,228000,11221528,15935989,2633382,0,656586892,9478405,3088558,NA,3360259
"University of Missouri-Columbia",178396,2008,"Football Bowl Subdivision","Big 12 Conference",51779677,0,6946578,592156,2664956,700565,5346282,10125156,8670420,10216356,6517208,55566932,7391651,869775,13285897,323033,12165729,18873077,2657770,0,675572327,10591618,4194965,31749939,3155035
"University of Missouri-Columbia",178396,2009,"Football Bowl Subdivision","Big 12 Conference",58604216,0,7951987,927134,3195743,760403,5524542,11588931,10331735,11244217,7079524,63133447,8882850,1154150,14979757,12800,14785004,20630900,2687986,0,708975722,15681323,5296137,30212443,3095127
"University of Missouri-Columbia",178396,2010,"Football Bowl Subdivision","Big 12 Conference",61766109,0,8042533,677530,2955018,807883,5514453,13442978,11983191,11064227,7278296,61052303,7957654,1329595,13454020,217786,14762791,20642471,2687986,0,703277531,13759649,5856887,NA,NA
"University of Missouri-Columbia",178396,2011,"Football Bowl Subdivision","Big 12 Conference",64160358,0,7348603,920642,3712702,861859,6252642,13164338,12431705,11799669,7668198,64146530,7582731,1787938,14495771,211600,16793780,20593069,2681641,0,736472162,14983805,6189427,26880554,3117987
"University of Missouri-Columbia",178396,2012,"Football Bowl Subdivision","Big 12 Conference",66980889,0,7342130,878340,2331759,1065533,6517018,14071041,13605885,12888739,8280444,50719665,7621001,2025000,13775671,398500,6031293,18932256,1935944,0,793996657,15298186,6124709,25312268,3123454
"University of Missouri-Columbia",178396,2013,"Football Bowl Subdivision","Southeastern Conference",70276015,0,8194484,840408,3870317,1336596,7575962,11215140,14409637,14287064,8546407,76306889,7881650,2597000,15885863,530000,25362472,22534904,1515000,0,814389765,17358875,6553943,22839576,3090899
"University of Missouri-Columbia",178396,2014,"Football Bowl Subdivision","Southeastern Conference",80230179,0,10113431,920137,2053178,1227511,9714851,15795972,16211134,15055996,9137969,83718587,8808455,2543650,20113654,208500,26293574,24235754,1515000,0,840625363,21416004,7895436,81268862,4107734
"University of Missouri-Columbia",178396,2015,"Football Bowl Subdivision","Southeastern Conference",86859158,0,11019276,1000110,2585687,1252674,9960072,16598316,18103259,16959380,9380384,91217778,7358048,2482433,19259888,303500,36870598,23428311,1515000,0,889922805,21647918,9991614,87224993,5405167
"University of Missouri-Columbia",178396,2016,"Football Bowl Subdivision","Southeastern Conference",94323693,0,11884673,1092070,3258529,1467231,10006196,17952027,18563146,18852331,11247490,97275839,7381221,3053899,19982560,3510700,43179570,19152889,1015000,0,891022173,21061689,10057934,90075798,6636284
"University of Missouri-Columbia",178396,2017,"Football Bowl Subdivision","Southeastern Conference",102409131,0,9899155,1310935,3777358,1500946,10219543,22512101,21107952,21249530,10831611,97848195,7054763,1460957,23581545,250000,46492068,17993862,1015000,0,882648694,21093796,8325883,88766012,5459049
"University of Missouri-Columbia",178396,2018,"Football Bowl Subdivision","Southeastern Conference",109158522,0,10681834,1336298,2751626,1657753,12392118,26660795,19995160,22145769,11537169,107351581,8010540,1235397,26511039,402000,52585453,17592152,1015000,0,848107354,23659474,8825460,96700926,5871939
"University of Missouri-Columbia",178396,2019,"Football Bowl Subdivision","Southeastern Conference",108398447,0,8212719,734000,1445059,1792316,12371771,28932162,20857366,21489160,12563894,106610244,7456720,1241985,27774926,402000,52493924,16225689,1015000,0,884627516,23852138,9599497,96700926,10035031
"University of Missouri-Columbia",178396,2020,"Football Bowl Subdivision","Southeastern Conference",119082669,0,14465784,1166437,4570162,1463003,10068273,28977221,21991362,23811802,12568625,110189122,12223968,1107710,26394738,218447,53104528,16124731,1015000,0,929820094,28644935,11103475,166893682,11987568
"University of Missouri-Columbia",178396,2021,"Football Bowl Subdivision","Southeastern Conference",113915145,0,8122405,1503809,509772,314262,7755743,43171428,20200329,20052856,12284541,110458144,4909956,793870,24589042,0,75575919,3574357,1015000,0,928334451,24080442,10042071,166164774,27787397
"University of Missouri-Columbia",178396,2022,"Football Bowl Subdivision","Southeastern Conference",125621128,0,8740946,1492121,3805228,2106651,13586282,35900749,22392532,25029217,12567402,141157028,22876649,7986678,29555704,25000,53626091,13929479,13157427,0,928334451,32808146,10513997,145921663,14919705
"University of Nebraska-Lincoln",181464,2005,"Football Bowl Subdivision","Big 12 Conference",55697329,0,9644246,704734,1367707,1084860,5652339,12646801,8001490,10186979,6408173,55876334,4946431,6059567,11390228,158500,11743020,21578588,0,0,493230970,12661039,3339499,67146362,7188248
"University of Nebraska-Lincoln",181464,2006,"Football Bowl Subdivision","Big 12 Conference",61667540,0,9987608,819068,1362032,1218748,5947619,16568641,8855319,10271472,6637033,63723537,6851737,7605895,11749526,74879,12745244,24696256,0,0,540859680,12367676,3448301,NA,NA
"University of Nebraska-Lincoln",181464,2007,"Football Bowl Subdivision","Big 12 Conference",65356468,0,11486378,969533,2276750,1216179,6123520,15254637,9439713,11003937,7585821,70846908,5524720,8526354,15021384,300600,13354633,28119217,0,0,556848946,15685342,3611940,49815000,10366347
"University of Nebraska-Lincoln",181464,2008,"Football Bowl Subdivision","Big 12 Conference",74981110,0,11483714,766661,2490197,1083385,6239778,16766665,9413168,18570723,8166819,75492884,6463135,8858680,16410663,208000,12992341,30560065,0,0,586999309,19078115,3424604,NA,NA
"University of Nebraska-Lincoln",181464,2009,"Football Bowl Subdivision","Big 12 Conference",70543505,0,11448442,852223,3434915,1101694,7612676,13387810,10732473,13210715,8762557,74881383,8257619,11545259,5160306,12500,15922900,33982799,0,0,592008678,17938606,4314056,NA,NA
"University of Nebraska-Lincoln",181464,2010,"Football Bowl Subdivision","Big 12 Conference",71738068,0,12030144,885226,2907755,1036916,8012827,11573113,11831699,13782751,9677637,73483733,10794245,9397189,6103706,312000,15371824,31504769,0,0,641342451,17843849,5132495,33840000,3283939
"University of Nebraska-Lincoln",181464,2011,"Football Bowl Subdivision","Big 12 Conference",81916484,0,17773058,923312,2760105,1234097,8242775,13289429,12840290,14493799,10359619,83679756,10580762,10650177,12638521,300500,17793700,31716096,0,0,661576357,20147302,5631931,32080000,3407336
"University of Nebraska-Lincoln",181464,2012,"Football Bowl Subdivision","Big Ten Conference",77037282,0,12176905,874312,1822390,1567360,8902085,10158182,13288319,18831352,9416377,81631252,8801966,11821376,9783535,319500,18453995,32450880,0,0,674027643,18649948,5785364,30245000,3359543
"University of Nebraska-Lincoln",181464,2013,"Football Bowl Subdivision","Big Ten Conference",81666269,0,12663085,865776,2796580,1794747,10684977,12387124,14670420,16863101,8940459,86916001,9464255,11895378,12657818,343500,20063634,32491416,0,0,696054570,21359310,6444623,28335000,3364180
"University of Nebraska-Lincoln",181464,2014,"Football Bowl Subdivision","Big Ten Conference",90939273,0,14906042,746214,4507069,2060115,9486598,15930040,15589712,18182254,9531229,94797692,10772400,13140048,11833760,14000,18587422,40450062,0,0,720472642,23844465,6548010,26340000,3393488
"University of Nebraska-Lincoln",181464,2015,"Football Bowl Subdivision","Big Ten Conference",102523037,4500000,8832819,864312,2510590,2229914,11797007,21984237,16983957,23060671,9759530,102157399,12739025,15833035,19654976,325000,16987034,36618329,0,0,754702649,27482820,7773936,0,0
"University of Nebraska-Lincoln",181464,2016,"Football Bowl Subdivision","Big Ten Conference",108989919,5244144,8675418,1000203,3753112,2122414,13987342,21064569,16700470,25390974,11051273,112142961,9865047,18626157,21518119,322000,24613633,37198005,0,0,711303535,28223705,6865677,0,0
"University of Nebraska-Lincoln",181464,2017,"Football Bowl Subdivision","Big Ten Conference",117979144,5407512,9376762,1044039,3869072,2376594,13845750,26249658,17953170,26019971,11836616,120205090,8647392,19896347,26599584,33293,27769779,37258695,0,0,761842383,37325512,7502680,0,0
"University of Nebraska-Lincoln",181464,2018,"Football Bowl Subdivision","Big Ten Conference",141063338,5436055,10945629,1181228,3316707,2545583,12448967,34303832,19911657,38969538,12004142,142223226,8586702,25806845,16714649,1020152,52898272,37196606,0,0,769817361,47856339,9211929,0,0
"University of Nebraska-Lincoln",181464,2019,"Football Bowl Subdivision","Big Ten Conference",134713519,10565313,13228528,1150439,3643766,2773421,13967254,25113669,21470303,30147221,12653605,136233460,9365846,27884562,6689855,130000,55067821,37095376,0,0,817092004,36394252,9780423,0,0
"University of Nebraska-Lincoln",181464,2020,"Football Bowl Subdivision","Big Ten Conference",130582125,1e+07,13231207,1279259,2977750,1931349,11368236,25164297,21576530,30195129,12858368,133629080,8539789,27620416,7398043,305000,51696061,38069771,0,0,789074158,33222111,9682560,0,0
"University of Nebraska-Lincoln",181464,2021,"Football Bowl Subdivision","Big Ten Conference",104087284,0,8414033,6052552,148250,400482,7292277,17178765,22385907,29208456,13006562,92093093,2629583,18813577,22902104,0,47041691,706138,0,0,758760220,24597327,9733715,0,0
"University of Nebraska-Lincoln",181464,2022,"Football Bowl Subdivision","Big Ten Conference",141181951,1e+07,14214153,1464991,3347681,2014272,12839908,30994396,23282418,30314986,12709146,143423944,17019151,29251052,1292933,416000,56498107,38946701,0,0,NA,35006033,10370748,0,0
"University of North Carolina at Chapel Hill",199120,2005,"Football Bowl Subdivision","Atlantic Coast Conference",54617880,0,9380238,1281727,2105423,854908,4471744,11607846,6383257,11032147,7500590,54838851,4180719,2501206,10834440,1714214,15942872,14149887,3060564,2454949,1260479921,10569162,1735068,21491100,1665731
"University of North Carolina at Chapel Hill",199120,2006,"Football Bowl Subdivision","Atlantic Coast Conference",59943877,0,8316137,1448556,2170377,999621,4728223,14807805,7672705,11870287,7930166,60034233,4156276,2738658,12463719,2043944,16047993,14273067,3481044,4829532,1353836351,9939501,2069111,20139900,1998392
"University of North Carolina at Chapel Hill",199120,2007,"Football Bowl Subdivision","Atlantic Coast Conference",63008867,0,7387664,1584440,2461456,971631,6235478,13711783,8465845,14195709,7994861,62166396,4290453,2833790,13561604,1643300,15651787,16006247,2160979,6018236,1450721655,15033938,2310704,18768700,2355732
"University of North Carolina at Chapel Hill",199120,2008,"Football Bowl Subdivision","Atlantic Coast Conference",65929532,0,7840107,1766529,2425981,1126532,6427834,12616522,11404126,14800481,7521420,66148186,4639966,2653080,15892163,1825440,15224406,17861212,1846129,6205790,1582041980,15256404,3932538,20082327,2299395
"University of North Carolina at Chapel Hill",199120,2009,"Football Bowl Subdivision","Atlantic Coast Conference",74462225,0,7843191,1803161,2829780,1162968,8708482,17089781,12417566,15063922,7543374,74644557,4250108,5069803,14746142,2299537,17641510,22209969,1982702,6444786,1681987049,17803503,4453829,28058487,2257183
"University of North Carolina at Chapel Hill",199120,2010,"Football Bowl Subdivision","Atlantic Coast Conference",72685335,0,7270433,2048581,1985051,1210401,7767351,16950525,12204437,16039801,7208755,72825407,3912959,4167881,14634189,976415,17015732,23280829,1977534,6859868,1655443396,16701632,4432440,36388546,2066864
"University of North Carolina at Chapel Hill",199120,2011,"Football Bowl Subdivision","Atlantic Coast Conference",74312602,0,6472008,2039946,1277985,1774115,7746199,16069148,12285171,16304164,10343866,75606311,3780329,3727949,17712389,2749722,17488040,21318513,1823279,7006090,1743151966,17948582,4503401,64359305,4209567
"University of North Carolina at Chapel Hill",199120,2012,"Football Bowl Subdivision","Atlantic Coast Conference",81921783,0,9045420,2005251,1605517,1512701,8262654,17556017,13155455,18177658,10601110,82424430,4027031,3708892,17478749,1721964,22739857,23655855,1918214,7173868,1740826472,19361868,5051552,68101902,4672934
"University of North Carolina at Chapel Hill",199120,2013,"Football Bowl Subdivision","Atlantic Coast Conference",82735139,0,7931171,2328081,2156473,1494503,8443113,17231813,12866568,18858850,11424567,82792342,4095209,3868310,18709609,1467293,22985617,22511083,1905386,7249835,1883606676,18688589,4147126,60881913,4987274
"University of North Carolina at Chapel Hill",199120,2014,"Football Bowl Subdivision","Atlantic Coast Conference",83463221,0,8383412,2217675,2380979,1319115,9232291,17064161,13642676,16830861,12392051,83771913,4386897,2733096,18234593,525936,25800265,23012533,1762971,7315622,1922612743,20322442,4589351,60045924,4529037
"University of North Carolina at Chapel Hill",199120,2015,"Football Bowl Subdivision","Atlantic Coast Conference",89080843,0,10337542,2328530,1887661,1461599,8611243,18846754,14424549,17570619,13612346,89128256,4720658,2573734,20453485,1118399,30593022,20628551,1739130,7301277,2172914100,22310037,5329520,58058409,5190674
"University of North Carolina at Chapel Hill",199120,2016,"Football Bowl Subdivision","Atlantic Coast Conference",95175985,0,10907668,2274431,1619252,1545050,11193254,21214187,15963077,15930254,14528812,95175985,4840576,2325000,22926465,2091535,30508475,23332957,1848014,7302963,2085319545,24818093,5393238,54824409,5077407
"University of North Carolina at Chapel Hill",199120,2017,"Football Bowl Subdivision","Atlantic Coast Conference",96540823,0,11423196,2526913,1572672,1583586,12372753,17652599,17478769,16270383,15659952,96551626,4230614,3012900,21388432,2085700,33242072,23806771,1814715,6970422,2187831439,23134951,5967780,61719291,4525467
"University of North Carolina at Chapel Hill",199120,2018,"Football Bowl Subdivision","Atlantic Coast Conference",102430558,0,14861939,2789471,1166800,1883458,10837884,18418504,18978962,16879694,16613846,104571404,5143443,12330897,20752770,709361,29952739,26335953,1813707,7532534,2125067175,21251447,6678662,64718474,3837320
"University of North Carolina at Chapel Hill",199120,2019,"Football Bowl Subdivision","Atlantic Coast Conference",110809706,0,13889292,2936303,986914,1943357,12238866,20129804,22833215,18876303,16975652,107812619,7309066,14243996,23076537,855175,29638648,23525823,1653201,7510173,2163304764,23414064,8399857,75629285,2305346
"University of North Carolina at Chapel Hill",199120,2020,"Football Bowl Subdivision","Atlantic Coast Conference",113022409,0,12752126,3029586,1190103,1740114,10263202,21705638,23178619,21915751,17247270,110410009,5290378,12863503,22311409,2120067,33902645,24819323,1693426,7409258,2175320604,30648706,9844276,80423187,3479990
"University of North Carolina at Chapel Hill",199120,2021,"Football Bowl Subdivision","Atlantic Coast Conference",101916048,0,10418244,4196376,739605,465072,7932676,15436934,24199522,20491500,18036119,101865616,3736148,9745041,38637341,243929,39371619,980589,1523226,7627723,2170984339,30231779,11150838,111642173,0
"University of North Carolina at Chapel Hill",199120,2022,"Football Bowl Subdivision","Atlantic Coast Conference",120314967,0,14363828,3177675,1169510,2513146,16677874,17107013,27040442,24595998,13669481,122603567,5544455,12798792,20615893,562565,43254839,30224001,1738279,7864743,NA,34451491,12555094,108944055,0
"University of Oklahoma",207500,2005,"Football Bowl Subdivision","Big 12 Conference",62897773,0,5266585,888232,1561049,1057889,8917504,19629555,9790344,10638227,5148388,63382024,4443310,7340313,10096423,339487,12412816,28599675,0,150000,406372000,15539986,5257430,86605000,6382000
"University of Oklahoma",207500,2006,"Football Bowl Subdivision","Big 12 Conference",64322580,0,5114677,956334,940885,1071925,9031919,20371837,11485172,9858062,5491769,64521972,5276146,7375647,10820720,549620,11065627,29284212,0,150000,462517000,15812516,6333566,84970000,6367100
"University of Oklahoma",207500,2007,"Football Bowl Subdivision","Big 12 Conference",69266318,0,5828343,1146618,2126100,1420836,10854391,18452302,11958296,10514954,6964478,69430571,5156081,8092781,12096410,577800,12302797,31054702,0,150000,504319000,17942907,5897043,91798000,5981200
"University of Oklahoma",207500,2008,"Football Bowl Subdivision","Big 12 Conference",76945882,0,6450494,861358,1736664,1568125,11961334,21417966,12951543,12652242,7346156,77098008,5350953,9651372,13255316,537000,12990647,35162720,0,150000,561788000,18533245,6303238,94651649,7725697
"University of Oklahoma",207500,2009,"Football Bowl Subdivision","Big 12 Conference",81404991,0,6075189,1075324,1683546,1575168,12853834,21863498,14452846,13984247,7841339,81487835,4435914,10836829,14166960,886055,17074420,34087657,0,0,586405000,20104378,6649899,95981466,8464502
"University of Oklahoma",207500,2010,"Football Bowl Subdivision","Big 12 Conference",87678197,0,6554480,1305297,1317235,1419347,12690888,25141217,16727351,14520751,8001631,98512287,8115485,11375376,26601241,3138000,13866094,35416091,0,0,605978000,19242511,8117665,91343420,8704701
"University of Oklahoma",207500,2011,"Football Bowl Subdivision","Big 12 Conference",94363928,0,8123754,1263175,2112582,1263567,13836962,22668044,18969694,16686875,9439275,104338844,10226365,12131029,28671113,891600,16562326,35856411,0,0,620526000,23277520,9771667,87014027,8255560
"University of Oklahoma",207500,2012,"Football Bowl Subdivision","Big 12 Conference",96250328,0,7381843,1084708,1868848,1445034,14476917,24100500,20773036,15743066,9376376,106456616,6787062,13153909,32580273,1032500,16621386,36281486,0,0,652935000,23674490,10223952,125123844,9001121
"University of Oklahoma",207500,2013,"Football Bowl Subdivision","Big 12 Conference",102447553,0,8404996,1367505,1802782,2002692,14243133,26269678,21274516,17624819,9457432,123805661,9405612,12805600,34487196,832500,28504230,37770523,0,0,652513000,25140633,10002520,120054000,9527000
"University of Oklahoma",207500,2014,"Football Bowl Subdivision","Big 12 Conference",113366698,0,10423086,1320204,2264966,2016858,15768910,30103747,21918720,18197846,11352361,129226692,13854857,12798803,33363102,1088000,31181666,36940264,0,0,663965000,27600571,10279674,114994970,9876036
"University of Oklahoma",207500,2015,"Football Bowl Subdivision","Big 12 Conference",128260251,5243000,15748198,1513141,1883550,2506999,18254298,28385649,24262369,18397611,12065436,134269349,9239980,20877150,32147093,1194866,31546830,39263430,0,0,680320000,35369766,11640718,110356000,9239000
"University of Oklahoma",207500,2016,"Football Bowl Subdivision","Big 12 Conference",132611840,5343500,11354077,1651638,1894768,1994651,21277244,33092402,25416335,18101384,12485841,150373216,7641623,16449721,46641355,890000,39003051,39747466,0,0,714484000,39893246,12283798,214200000,8339500
"University of Oklahoma",207500,2017,"Football Bowl Subdivision","Big 12 Conference",138456780,5546000,16522727,1819751,2213816,2306031,20939477,29485106,26747190,18861460,14015222,155238481,10809645,14106074,45504839,1925500,40749612,42142811,0,0,747235000,37795695,13489644,210710000,6672000
"University of Oklahoma",207500,2018,"Football Bowl Subdivision","Big 12 Conference",153189153,514678,16689141,1807040,2410621,2542581,22856950,43451873,26243527,21616506,15056236,175325500,13077781,14045255,62977461,1166000,41831996,42227007,0,0,725510000,39820566,11202018,218352804,15276164
"University of Oklahoma",207500,2019,"Football Bowl Subdivision","Big 12 Conference",163835791,5877521,12426123,1951154,2334312,2480179,25044829,45664670,29115829,22973908,15967266,163126695,9773350,15337859,45566195,898616,48603300,42947375,0,0,707329000,42752259,13547216,211398218,14803742
"University of Oklahoma",207500,2020,"Football Bowl Subdivision","Big 12 Conference",162958014,5463487,18669920,1747884,1493709,2256268,21940964,41351767,31838431,22237557,15958027,159116745,8063993,15163596,43907897,1330500,47524530,43126229,0,0,742661000,41455784,16388860,204257046,14990328
"University of Oklahoma",207500,2021,"Football Bowl Subdivision","Big 12 Conference",145100455,1907047,7048946,5480803,863470,633688,14399357,47779909,32983850,17852243,16151142,143668948,6362658,19783007,61291407,5e+05,42674268,11056719,2000889,0,775612000,38210376,16159472,199391420,10970716
"University of Oklahoma",207500,2022,"Football Bowl Subdivision","Big 12 Conference",182403214,6405757,10897576,2488032,2102272,4770148,18370163,61311924,33757740,24841603,17457999,177320217,16476921,20266752,43180134,913559,49505080,46977771,0,0,NA,49555763,17793635,192263635,10446598
"University of Oregon",209551,2005,"Football Bowl Subdivision","Pacific-12 Conference",40107833,0,9764076,1364017,1718525,832184,4248709,6971571,4327352,5361563,5519836,39976635,5141773,2154291,11651406,1498129,6009809,12151382,0,1369845,326294790,8234921,1781194,38423000,2945000
"University of Oregon",209551,2006,"Football Bowl Subdivision","Pacific-12 Conference",44711104,0,12488997,588661,2896328,988313,4677479,6118204,5424694,5730474,5797954,45197269,6480273,2e+06,11863044,1145362,8872685,13418338,0,1417567,364542462,9791460,2436412,NA,NA
"University of Oregon",209551,2007,"Football Bowl Subdivision","Pacific-12 Conference",49531150,0,12462100,462776,2022895,1077265,5110864,6450458,7082140,8609832,6252820,50489771,10189726,2100000,10589184,1855868,10209867,15545126,0,0,386577936,10891060,3622964,NA,NA
"University of Oregon",209551,2008,"Football Bowl Subdivision","Pacific-12 Conference",56259942,0,14999292,861137,2688783,1141377,8290952,6111731,7702699,7534320,6929651,56623901,5084057,519750,18347181,830321,13263330,17410851,1168411,0,395371972,15248908,3408236,234888902,3022473
"University of Oregon",209551,2009,"Football Bowl Subdivision","Pacific-12 Conference",60248727,0,16300095,857649,1760281,1253703,7928198,6305422,9492095,8771344,7579940,59049245,6247018,729167,17909222,1550359,14062349,17153036,1398094,0,454034470,14999598,4041120,233916859,3017325
"University of Oregon",209551,2010,"Football Bowl Subdivision","Pacific-12 Conference",77856232,0,17325890,928620,3298738,1133924,7246115,14233537,11179883,13799993,8709532,122394483,9093979,4592103,73809775,1246230,12865055,18102199,1140798,1544344,490799460,16453940,4537192,229509152,11225296
"University of Oregon",209551,2011,"Football Bowl Subdivision","Pacific-12 Conference",76274142,0,12859039,1130357,2767375,1236151,6217451,10869397,15376491,16654254,9163627,85819699,9613807,6133922,33214707,2377308,12078002,19982098,959779,1460076,530283949,17374226,6899278,225240833,15571478
