"Data","IPEDS ID","Year","NCAA Subdivision","FBS Conference","Total Expenses","Excess Transfers Back","Other Expenses","Medical","Competition Guarantees...10","Recruiting","Game Expenses and Travel","Facilities and Equipment","Coaches Compensation","Support and Admin Compensation w/Severance","Athletic Student Aid","Total Revenues","Other Revenue","Corporate Sponsorship, Advertising, Licensing","Donor Contributions","Competition Guarantees...21","NCAA/Conference Distributions, Media Rights, and Post-Season Football","Ticket Sales","Institutional/Government Support","Student Fees","Total Academic Spending (University-Wide)","Total Football Spending","Total Football Coaching Salaries","Athletics Related Debt","Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
"Arizona State University",104151,2005,"Football Bowl Subdivision","Pacific-12 Conference",39749018,0,6040071,1033663,1984857,735565,4242638,5417528,7146830,6037246,7110620,41334126,2308024,3403024,8580779,1465371,8202006,7179440,10195482,0,783867000,10584738,2428340,3.5e+07,1858974
"Arizona State University",104151,2006,"Football Bowl Subdivision","Pacific-12 Conference",48897603,0,8587663,1056706,2514204,964819,4607190,7710740,7884260,7712167,7859854,50268561,3420533,3860104,11791138,1164271,8238025,10254504,11539986,0,870108000,14631191,2721364,35600000,3100000
"Arizona State University",104151,2007,"Football Bowl Subdivision","Pacific-12 Conference",54832410,0,8831561,1050902,2171781,751269,6253465,7713067,9079318,9923803,9057244,54735433,2831043,4084468,11823287,1812721,8520259,8811409,16852246,0,926072000,18702358,3329366,NA,NA
"Arizona State University",104151,2008,"Football Bowl Subdivision","Pacific-12 Conference",54296003,0,7848414,1284295,3253343,758146,6591268,7144936,10213939,7891052,9310610,54833194,3156981,4072559,12146808,890818,9545572,13341701,11678755,0,1219782000,18515792,3900762,43956430,2200000
"Arizona State University",104151,2009,"Football Bowl Subdivision","Pacific-12 Conference",53032149,0,8283974,1276932,2462410,676453,5906947,7979160,10132711,7016924,9296638,51892026,3197814,4626539,10989254,1682572,9560769,13418157,8416921,0,1244145000,17278227,3626896,35462000,2077000
"Arizona State University",104151,2010,"Football Bowl Subdivision","Pacific-12 Conference",57905546,0,7334470,1161431,3568797,796769,5618625,10301776,10641906,8595629,9886143,56505165,3029524,10447662,10095247,1274580,9269450,12039166,10349536,0,1365964000,18084699,3764934,36133000,4849000
"Arizona State University",104151,2011,"Football Bowl Subdivision","Pacific-12 Conference",57080884,0,6994947,1056232,2052910,723111,6001109,11326142,10699714,7864633,10362086,55294113,3092188,10816783,11982854,1726998,8910646,8103692,10660952,0,1450399000,16608509,3607121,32994000,4842000
"Arizona State University",104151,2012,"Football Bowl Subdivision","Pacific-12 Conference",65587903,0,7474546,1121391,2542304,897577,7245906,11312059,11717658,12108297,11168165,59855508,4137403,11167339,11265732,982651,12899470,9059072,10343841,0,1425147000,24541562,4531989,29734000,4844000
"Arizona State University",104151,2013,"Football Bowl Subdivision","Pacific-12 Conference",65600187,0,8913452,1470458,1518634,1172091,7763248,10317155,13608615,8700444,12136090,65673955,3655308,9028905,12737532,3e+05,20241809,9589992,10120409,0,1025995560,23582003,5915554,32305000,3740000
"Arizona State University",104151,2014,"Football Bowl Subdivision","Pacific-12 Conference",74553104,0,10675755,1595842,1447006,1108996,8572188,11223452,16713127,10514913,12701825,74729269,3764658,10148054,13499765,1400000,22958453,12885134,10073205,0,1069928600,27869848,7588278,29930000,3741000
"Arizona State University",104151,2015,"Football Bowl Subdivision","Pacific-12 Conference",83873516,0,10642925,1846329,1552205,1174263,9375181,14915036,17775568,15247469,11344540,84440040,3670889,10279135,14770823,0,25298010,11042051,9421830,9957302,1113892000,27569960,8328373,83075000,5020000
"Arizona State University",104151,2016,"Football Bowl Subdivision","Pacific-12 Conference",89086777,0,9935902,1504430,1174254,1201961,9058326,19728335,17067549,15502393,13913627,94662743,4071076,13656265,16660713,2344292,28454126,11899256,7000319,10576696,1368371640,27084029,7513685,150359000,9726000
"Arizona State University",104151,2017,"Football Bowl Subdivision","Pacific-12 Conference",98825395,0,8545549,1771453,1491284,1482432,8527066,25686286,19134263,17411130,14775932,101579860,3842275,16611557,19802494,568500,31855182,10033481,8060927,10805444,1440492900,31724820,8332187,211774000,12129000
"Arizona State University",104151,2018,"Football Bowl Subdivision","Pacific-12 Conference",126782387,0,9549397,1630447,1763586,1543683,11221325,32377384,20838455,32149151,15708959,113636755,3923623,18070949,24994817,506500,33127207,12401920,9756971,10854768,1728487530,52816903,8586651,209565000,12549000
"Arizona State University",104151,2019,"Football Bowl Subdivision","Pacific-12 Conference",118404377,0,9815972,1536363,1445796,1617134,11472614,35353166,19920882,20666168,16576282,121698840,4442495,18959051,30588642,451590,35028359,12872569,8398905,10957229,1929483360,31977970,7072896,207171000,12348000
"Arizona State University",104151,2020,"Football Bowl Subdivision","Pacific-12 Conference",117912821,0,8949975,1855129,2777041,1342096,11172901,30484450,21578487,22920786,16831956,106989879,4874619,20252086,15092858,504500,35382081,13763930,5744006,11375799,2304773139,40701748,8317089,205406000,11623000
"Arizona State University",104151,2021,"Football Bowl Subdivision","Pacific-12 Conference",103772499,0,4531886,2356712,207992,380468,6255752,28390717,22357899,21940189,17350884,117675310,935907,17802019,7940129,0,21484281,342176,57869086,11301712,2381780895,26093543,8899443,245181000,11620000
"Arizona State University",104151,2022,"Football Bowl Subdivision","Pacific-12 Conference",124008192,0,9227304,2367604,1679756,1269014,14394199,29507344,24802737,23658668,17101566,121079615,4942444,21618331,20475970,481516,40164060,14144182,7591351,11661761,NA,39264216,9306528,318762000,15431000
"Auburn University",100858,2005,"Football Bowl Subdivision","Southeastern Conference",61314114,0,7503926,506357,2932268,1456760,5498654,18277064,9698471,9315665,6124949,57395152,2318811,888953,22865880,825000,13671177,15842982,0,982349,479365619,20171530,4943375,65091371,6481219
"Auburn University",100858,2006,"Football Bowl Subdivision","Southeastern Conference",63249119,0,9756981,745190,2371977,1739224,5545630,17828429,10270828,8375911,6614949,66599925,4056519,1110444,26306262,825480,13279251,20099721,0,922248,477263083,18197817,5150724,61524429,7077817
"Auburn University",100858,2007,"Football Bowl Subdivision","Southeastern Conference",68910465,0,10970634,726098,3675436,1375569,6207463,18251599,10905708,10203508,6594450,81799266,6244230,977585,31715011,0,16118134,21796102,0,4948204,538383661,22953259,5447556,58846526,7117222
"Auburn University",100858,2008,"Football Bowl Subdivision","Southeastern Conference",69841200,0,10183626,649485,2667720,1452521,6388877,18893353,11330594,11133408,7141616,89311824,4145060,6079271,34897688,106289,16896757,21991623,0,5195136,601271341,23177807,5633433,54029086,7256759
"Auburn University",100858,2009,"Football Bowl Subdivision","Southeastern Conference",85480343,0,13165205,644218,2249391,1585843,6614035,23708801,11930855,18027073,7554922,87001413,4852820,3396585,32080789,380000,17548051,23514179,0,5228989,612781006,28801870,5421906,115759125,9555329
"Auburn University",100858,2010,"Football Bowl Subdivision","Southeastern Conference",90908902,0,16170065,679440,2811697,1671581,7261953,24620038,13928324,14968066,8797738,92611558,5414262,3188793,29731122,0,24283643,24732134,0,5261604,596474474,27911717,6526340,109977105,11434357
"Auburn University",100858,2011,"Football Bowl Subdivision","Southeastern Conference",100497784,0,13582509,852477,4319311,2132892,8859213,26684851,19795958,14536962,9733611,103982441,5379015,5154986,32849477,34900,27280293,28976730,0,4307040,645959466,39069675,11362515,106073955,10086000
"Auburn University",100858,2012,"Football Bowl Subdivision","Southeastern Conference",96315831,0,13291253,600138,3094394,2544910,7522375,25397819,17670721,16204845,9989376,105951251,3928998,6886435,33467775,1033075,27177108,29241252,0,4216608,654382636,33334594,9260729,79199650,8929601
"Auburn University",100858,2013,"Football Bowl Subdivision","Southeastern Conference",103126413,0,15613258,997064,3190150,2796184,7698941,25064326,16899520,20461064,10405906,103680609,4358754,5217605,31832026,2350218,27111863,28494559,0,4315584,666923747,36306282,8635501,108778201,9973080
"Auburn University",100858,2014,"Football Bowl Subdivision","Southeastern Conference",126470602,0,18416524,1034511,5109199,2709528,11203454,30863140,20371279,24758364,12004603,113716004,5006958,5275554,39409078,38000,29768173,29833441,0,4384800,694962727,49639258,10470552,109408700,10880487
"Auburn University",100858,2015,"Football Bowl Subdivision","Southeastern Conference",115498047,0,14122215,880528,3766335,2410161,8374185,23976880,21120891,25901456,14945396,124657247,8342361,6062826,37004887,458000,38313963,30181317,0,4293893,713358897,39577350,11215470,100185273,10881428
"Auburn University",100858,2016,"Football Bowl Subdivision","Southeastern Conference",124864399,0,16896743,995101,3647170,2257968,9595853,26955002,22553348,26403833,15559381,140070593,9898413,6196360,35720710,3240000,47411352,32165386,438321,5000051,644384774,41896340,11843789,95854212,11166113
"Auburn University",100858,2017,"Football Bowl Subdivision","Southeastern Conference",132885979,0,16030481,980666,3714155,2213392,10961398,31531608,23620156,27941196,15892927,147511034,10395108,8824420,35411244,58000,56197645,32991096,0,3633521,830632491,42868770,12216821,96161153,11064105
"Auburn University",100858,2018,"Football Bowl Subdivision","Southeastern Conference",139798191,0,16455196,935294,3887937,2083737,12219736,30525669,27013672,29678643,16998307,147620569,10156883,9630402,35683958,44000,53628066,33213941,0,5263319,892070562,44380720,14947760,91755369,11065498
"Auburn University",100858,2019,"Football Bowl Subdivision","Southeastern Conference",139260711,0,19870195,898864,4125450,2188165,11338056,30341734,28118468,26081957,16297822,152455416,10810532,9667679,35280374,4318000,55192075,31925504,0,5261252,853813258,47846261,15129979,87325197,11070124
"Auburn University",100858,2020,"Football Bowl Subdivision","Southeastern Conference",135816431,0,13549757,823611,5096579,1702093,10108053,31298623,29178886,26538147,17520682,153703749,9938252,9658649,33519272,3625798,56475222,33820864,751984,5913708,877317546,45953518,14673550,82244366,12255881
"Auburn University",100858,2021,"Football Bowl Subdivision","Southeastern Conference",133289885,0,6949671,802600,360000,284012,8471403,29225731,29537173,41221425,16437870,123546999,10544676,4666566,16225555,0,79878922,3718186,3106867,5406227,925778553,51651240,15510210,78066088,8734109
"Auburn University",100858,2022,"Football Bowl Subdivision","Southeastern Conference",151590763,0,18404593,1412131,4215945,2730647,12571050,33866857,27717457,33633888,17038195,174568442,9633391,11100482,36372783,10000,67749979,34140396,9157809,6403602,NA,52254829,12663575,164871604,11048300
"Clemson University",217882,2005,"Football Bowl Subdivision","Atlantic Coast Conference",39977199,0,6056115,532423,2076135,720091,3998167,7811334,7145096,5554804,6083034,40445377,3809051,1356704,9377793,1473514,9365633,13422924,615616,1024142,413075870,NA,NA,NA,NA
"Clemson University",217882,2006,"Football Bowl Subdivision","Atlantic Coast Conference",46863188,0,6695641,373059,2054143,814886,6880656,10030758,8003735,4947541,7062769,46430106,4226818,2733825,8830649,1394402,11173528,14716363,1947677,1406844,443249090,13376672,3171464,37685000,2558774
"Clemson University",217882,2007,"Football Bowl Subdivision","Atlantic Coast Conference",54249905,0,8344363,395047,2720300,891728,5923751,13252142,8381893,6766350,7574331,56028881,4684124,3155951,11072416,1298960,11152415,20909265,2262215,1493535,476347326,13880931,3339975,36465000,2855157
"Clemson University",217882,2008,"Football Bowl Subdivision","Atlantic Coast Conference",60050712,0,9695551,529315,2444692,1081669,6369459,13204813,11076866,6898498,8749849,59180652,4570234,2929444,14109137,1414151,11123692,21097510,2435268,1501216,540017269,15678243,4170894,NA,NA
"Clemson University",217882,2009,"Football Bowl Subdivision","Atlantic Coast Conference",61972760,0,8317324,410309,2241618,1018411,6205576,13334673,9128042,11988721,9328086,61416494,2704377,3662144,13468425,3161063,12680696,21279844,2924005,1535940,533246744,19387978,3637450,33410000,3089297
"Clemson University",217882,2010,"Football Bowl Subdivision","Atlantic Coast Conference",56780518,0,5311311,499895,2283672,1058628,6831307,11334506,10936282,8521616,10003301,57562999,2210938,3213036,14988354,570754,11883428,19877413,3233520,1585556,527239677,18114200,4950562,31770000,3099870
"Clemson University",217882,2011,"Football Bowl Subdivision","Atlantic Coast Conference",58367884,0,8570280,391133,1549693,1069565,6913221,8826283,11680412,8941698,10425599,61174977,2209986,4279155,14171740,1007500,13663730,20736842,3511611,1594413,542832520,17992943,3461409,30045000,3116693
"Clemson University",217882,2012,"Football Bowl Subdivision","Atlantic Coast Conference",67783797,0,9583234,437995,2643288,1176718,8667362,9485612,14614380,10235343,10939865,70002280,2952972,4407240,16711479,263450,19303824,21046603,3771288,1545424,546379500,24144791,7836615,25600000,1950147
"Clemson University",217882,2013,"Football Bowl Subdivision","Atlantic Coast Conference",67091087,0,8109355,498301,1576636,1299872,8247089,8214589,13372704,14532910,11239631,69061398,2821384,4777101,13972191,2304793,19486706,21942566,3756657,0,600881409,22339679,6587976,24150000,1450000
"Clemson University",217882,2014,"Football Bowl Subdivision","Atlantic Coast Conference",73456221,0,9080910,633310,1354775,1473484,10062063,7582550,15474254,14788588,13006287,74793322,3021530,4777290,19264308,254000,23115934,19984515,4375745,0,644282574,26976828,8656802,22680000,2310533
"Clemson University",217882,2015,"Football Bowl Subdivision","Atlantic Coast Conference",82855674,0,12479504,766763,1556704,1713107,8311675,13252003,15690111,16097413,12988394,83534371,4034253,8104902,19970685,301760,25042250,21889774,4190747,0,693048280,29025294,8264224,118875000,3349088
"Clemson University",217882,2016,"Football Bowl Subdivision","Atlantic Coast Conference",103059980,0,15394704,529483,1799361,1867325,17045488,16711660,17691803,16655618,15364538,104823057,3956355,9529399,35639063,0,27526618,23537134,4634488,0,700134628,40877050,9992683,134450000,8891702
"Clemson University",217882,2017,"Football Bowl Subdivision","Atlantic Coast Conference",111126235,0,19644226,492827,1776484,1985838,17141487,14853696,19089916,19458770,16682991,112600964,3535405,11514471,33782757,2000,32333171,25960272,5472888,0,726715584,43921242,10931675,130605000,9762058
"Clemson University",217882,2018,"Football Bowl Subdivision","Atlantic Coast Conference",118847123,0,18766468,590917,1790244,2804471,13097206,19348314,24672825,21127696,16648982,120532975,3522266,13616788,40512301,70000,29857274,27649598,5304748,0,785376633,46283756,15358458,137900000,9332492
"Clemson University",217882,2019,"Football Bowl Subdivision","Atlantic Coast Conference",131978513,0,20761132,631322,2268846,3286007,17837464,19038595,27132917,23398968,17623262,133861515,4219082,16912569,44219996,34000,34156191,28717237,5602440,0,825233018,55734030,17400171,133730000,9597204
"Clemson University",217882,2020,"Football Bowl Subdivision","Atlantic Coast Conference",131781294,0,19357407,851306,2023443,2350773,16085709,19934213,26941535,26091121,18145787,129949014,1965631,12634474,43496371,13000,36045855,29867046,5926637,0,893438281,55990849,16823127,129385000,9598703
"Clemson University",217882,2021,"Football Bowl Subdivision","Atlantic Coast Conference",117413403,0,14891113,1139375,607900,297097,10211060,18675052,26761504,26658015,18172287,123132804,1057881,10456865,61975876,0,37442984,6138680,6060518,0,888610699,47981806,16634006,124850000,9598554
"Clemson University",217882,2022,"Football Bowl Subdivision","Atlantic Coast Conference",143356820,0,23670791,1686321,3252500,4315503,14045777,21302957,25363940,30384716,19334315,158283618,2922123,15904910,60859475,22000,40207257,31980356,6387497,0,NA,54915721,14367096,191130000,11566000
"Florida State University",134097,2005,"Football Bowl Subdivision","Atlantic Coast Conference",56412748,0,10342421,881766,2404131,828719,4872834,15180020,7133423,8211641,6557793,56576933,4565915,5781726,16414490,1543066,10765642,12709321,0,4796773,563657263,11788546,3304825,7.5e+07,5e+06
"Florida State University",134097,2006,"Football Bowl Subdivision","Atlantic Coast Conference",59512089,0,13258671,1040662,2092817,824669,5369586,13152653,8039938,8654024,7079069,67012792,10887560,6401109,16053230,1728902,12319415,13260770,350000,6011806,598208764,12176838,3872487,71625000,6124911
"Florida State University",134097,2007,"Football Bowl Subdivision","Atlantic Coast Conference",67843586,0,13468401,1017480,3907632,946356,7011999,15834788,8866418,9095197,7695315,77257845,10929915,9599647,22751726,1216455,11064387,15279152,350000,6066563,643499215,13976879,NA,NA,NA
"Florida State University",134097,2008,"Football Bowl Subdivision","Atlantic Coast Conference",65583105,0,10550176,849599,2116433,956182,5997682,15630196,9716063,11971926,7794848,73458494,2578901,12284211,25190569,2132221,11288183,13393780,0,6590629,662639633,14746453,4920535,86330000,3530000
"Florida State University",134097,2009,"Football Bowl Subdivision","Atlantic Coast Conference",78528151,0,17391050,1209815,3560487,769031,8162141,14938361,10942666,13164795,8389805,74417324,-2889018,11491761,25572654,1238372,13270824,18260626,7e+05,6772105,671123415,16706311,5431052,0,0
"Florida State University",134097,2010,"Football Bowl Subdivision","Atlantic Coast Conference",75209181,0,17269226,1152103,1163192,920415,8360811,14010374,12102660,12500259,7730141,74402269,2027922,11452153,23245513,958515,13673201,15775516,350000,6919449,739623550,16345377,5729851,0,0
"Florida State University",134097,2011,"Football Bowl Subdivision","Atlantic Coast Conference",86949804,0,12902848,1164266,1982011,1156983,10683770,24023507,13605961,12398738,9031720,78575788,6717714,12268369,19302120,575000,14204409,17980170,0,7528006,782958582,18689809,6010913,0,0
"Florida State University",134097,2012,"Football Bowl Subdivision","Atlantic Coast Conference",90278878,0,16730249,1207640,2809597,1251058,11563528,19313427,14501473,13359191,9542715,100049444,4161681,18244695,31000624,1237000,17246768,20379815,0,7778861,765983095,22052228,6612614,0,0
"Florida State University",134097,2013,"Football Bowl Subdivision","Atlantic Coast Conference",84772759,0,12600515,1483445,1957775,1092061,14444200,15938661,14415931,13295259,9544912,91382441,11882296,11859646,18894097,414200,20169702,20302766,0,7859734,799737884,23427950,6761121,0,0
"Florida State University",134097,2014,"Football Bowl Subdivision","Atlantic Coast Conference",98866182,0,12843739,1371763,2732235,1448295,19734207,18271175,17020714,15972127,9471927,104774474,12120034,14873220,22521553,608107,21120441,25550753,0,7980366,883791215,32856508,7637413,0,0
"Florida State University",134097,2015,"Football Bowl Subdivision","Atlantic Coast Conference",111386681,0,22590621,1687556,1675057,1741001,18108293,18848627,19912275,17659315,9163936,120822522,13084499,19099460,25265420,3604210,26526876,26169018,0,7073039,889846982,31689962,10110641,67145000,4996517
"Florida State University",134097,2016,"Football Bowl Subdivision","Atlantic Coast Conference",115631800,0,23157559,1791368,2464629,1617955,14216268,20713039,23824010,17701730,10145242,113754314,11676737,9526969,32382845,587600,32009496,20206022,0,7364645,918760000,42457101,12766660,162038230,9551486
"Florida State University",134097,2017,"Football Bowl Subdivision","Atlantic Coast Conference",156551818,13178557,36619724,2212762,1777808,3292265,18810911,27120398,21939295,20267836,11332262,144514413,23189346,8563679,41504734,3625600,35138564,25046047,0,7446443,938285315,49787657,10621640,166765000,13274847
"Florida State University",134097,2018,"Football Bowl Subdivision","Atlantic Coast Conference",158375459,0,44826105,2198534,2622781,2557066,19890363,24770733,29153981,20928002,11427894,168177850,28758409,8589229,55886370,5631600,36403663,24414864,0,8493715,1076182301,57509044,15995182,201907250,15717794
"Florida State University",134097,2019,"Football Bowl Subdivision","Atlantic Coast Conference",150147316,0,32620136,1988331,3259159,2591887,13456706,39044763,24261138,21622391,11302805,152757883,21544009,13886733,40308148,132225,40932237,20347512,7175684,8431335,1093742138,47472432,10888781,21496402,1694784
"Florida State University",134097,2020,"Football Bowl Subdivision","Atlantic Coast Conference",155656855,0,24950662,1753872,3163301,1832367,10619570,36696120,25726647,39410619,11503697,129481351,11850931,15403795,37215952,5e+05,32414576,17341676,6010649,8743772,1132086363,67663922,13383861,17018563,3119284
"Florida State University",134097,2021,"Football Bowl Subdivision","Atlantic Coast Conference",121923106,0,28963468,1788055,504343,286103,7276189,30379007,20122052,22142112,10461777,129743001,11551632,17751098,43791006,83776,37896134,4768147,5219521,8681687,1221472774,36751494,9491573,192284194,3071284
"Florida State University",134097,2022,"Football Bowl Subdivision","Atlantic Coast Conference",150777734,0,34813122,1812040,2443718,1619148,12546828,38252948,25612597,22887687,10789646,161141884,11376724,24428412,42279406,607500,41386833,18773797,13597540,8691672,NA,54558109,12633848,135743852,13033384
"Georgia Institute of Technology",139755,2005,"Football Bowl Subdivision","Atlantic Coast Conference",40942114,0,6770580,1016819,2162804,1168490,3031474,9686321,6279875,4554357,6271394,43153707,12844642,633514,7010891,1513714,9644772,8971612,557760,1976802,719322684,12847465,2250269,NA,NA
"Georgia Institute of Technology",139755,2006,"Football Bowl Subdivision","Atlantic Coast Conference",48696486,0,5287358,440439,2046787,1125767,3484945,14316308,6786544,8931636,6276702,45529338,10860103,1188610,10132636,1173402,10284425,9170181,621575,2098406,755457245,10430643,2857944,108949721,8006999
"Georgia Institute of Technology",139755,2007,"Football Bowl Subdivision","Atlantic Coast Conference",49725966,0,5728844,576139,2360291,1300282,4426698,11987117,7904810,9152509,6289276,51647705,9427284,1099243,15038957,1495010,10402294,11132279,725428,2327210,815385788,17283685,3113877,NA,NA
"Georgia Institute of Technology",139755,2008,"Football Bowl Subdivision","Atlantic Coast Conference",54800099,0,6741035,306187,2234657,1333120,6455006,13091255,7926937,9698324,7013578,54511968,9945639,1434017,14143732,1376651,11455061,11301059,896327,3959482,922859167,13958597,3523058,NA,NA
"Georgia Institute of Technology",139755,2009,"Football Bowl Subdivision","Atlantic Coast Conference",56026127,0,6892935,477873,2155707,1364925,5781179,12115659,9379311,10321756,7536782,55560702,6088382,5087263,13564163,1467607,13369572,9987023,1708579,4288113,969591716,16128865,4148639,121928457,7965548
"Georgia Institute of Technology",139755,2010,"Football Bowl Subdivision","Atlantic Coast Conference",55221082,0,6124979,473016,924822,1042369,6476894,13099188,9886176,9523888,7669750,55359742,5585495,4288125,12881894,350000,13515573,12293143,1802144,4643368,1003521750,16419024,4766024,123144426,8285805
"Georgia Institute of Technology",139755,2011,"Football Bowl Subdivision","Atlantic Coast Conference",55065262,0,5150963,623221,900945,1492702,5971416,13336884,10229169,10075801,7284161,54354409,6716655,3791589,12953491,601500,13883797,9953306,1667212,4786859,1076018769,14323303,4798304,183434989,8518485
"Georgia Institute of Technology",139755,2012,"Football Bowl Subdivision","Atlantic Coast Conference",61179789,0,7065125,652152,1066403,1424048,7637076,12959023,10619374,11133885,8622703,63184163,8406638,3950322,11797510,1e+05,18899503,13115448,1977126,4937616,1184096336,17121071,5072142,224528744,6483292
"Georgia Institute of Technology",139755,2013,"Football Bowl Subdivision","Atlantic Coast Conference",63630961,0,5758794,731559,1423204,1361426,8086948,15280771,10939242,11118775,8930242,61780812,5803533,4808867,15135413,450000,19774976,8660634,2029959,5117430,1247724978,19713773,5327406,223014281,8592512
"Georgia Institute of Technology",139755,2014,"Football Bowl Subdivision","Atlantic Coast Conference",68818267,0,6331394,763359,1371492,1399630,7387141,19490137,11855296,11200398,9019420,68469538,5727755,4846584,17088864,250000,22548061,10900497,2033904,5073873,1262972882,18992117,5913702,228680026,13292166
"Georgia Institute of Technology",139755,2015,"Football Bowl Subdivision","Atlantic Coast Conference",74979077,0,3450976,1140017,1431205,1309200,6510620,28246708,12250510,11893076,8746765,77202758,16811302,4892573,11164208,6e+05,27255124,9207769,2120382,5151400,1335978966,18041532,6208939,226205768,13193406
"Georgia Institute of Technology",139755,2016,"Football Bowl Subdivision","Atlantic Coast Conference",76301805,0,3427901,1300057,1619557,1364242,7761516,26607963,12659117,11666852,9894600,76409293,14749302,5097819,11022030,73650,24922864,13101709,2171535,5270384,1345770988,17592435,6430650,226289124,13361358
"Georgia Institute of Technology",139755,2017,"Football Bowl Subdivision","Atlantic Coast Conference",84852123,0,3672872,1030544,1879986,1406651,10172178,28249186,14654114,13098483,10688109,81762024,15925355,5778306,11187993,326000,29136519,11756425,2264352,5387074,1454535740,22366948,7170531,226134879,13414115
"Georgia Institute of Technology",139755,2018,"Football Bowl Subdivision","Atlantic Coast Conference",88517077,0,4609919,993461,4291454,1313034,7456538,27554355,14132322,16776881,11389113,91647068,18944042,6035873,11576700,2908000,29808184,14265664,2659769,5448836,1552339985,25306907,6827760,223244304,13433680
"Georgia Institute of Technology",139755,2019,"Football Bowl Subdivision","Atlantic Coast Conference",96334831,0,2982154,872768,2054432,1851809,9510579,31669843,19071031,16452287,11869928,85802112,16040695,8091719,12817122,609000,28977793,11008601,2715356,5541826,1658018050,31058130,11424116,231142750,14826430
"Georgia Institute of Technology",139755,2020,"Football Bowl Subdivision","Atlantic Coast Conference",96137132,0,5603103,1251487,1439426,1512262,9631166,30336685,16375978,17970036,12016989,86435447,15373927,7042248,10984784,470000,31849447,10388108,5813296,4513637,1811785538,27200382,7664725,381508519,9729533
"Georgia Institute of Technology",139755,2021,"Football Bowl Subdivision","Atlantic Coast Conference",85999316,0,4155528,2022587,384000,410880,7980569,29905564,15663757,13951321,11525110,86198858,19102748,7220287,7743371,25000,37088960,3494035,6156057,5368400,1835936268,19854441,7434688,269157229,13978959
"Georgia Institute of Technology",139755,2022,"Football Bowl Subdivision","Atlantic Coast Conference",104719581,0,7168136,1773295,3050064,1940118,10878830,32009457,18842872,15712415,13344394,106635094,24703705,6363328,13749430,114000,37535646,12303309,5840726,6024950,NA,26494520,8423339,277723458,12938725
"Indiana University-Bloomington",151351,2005,"Football Bowl Subdivision","Big Ten Conference",38805232,0,4438335,1203505,2456625,703774,3613665,3666941,7599832,8060922,7061633,37968912,2266442,2700304,8129276,788050,13991692,8392688,684637,1015823,738239263,10291799,2501755,0,0
"Indiana University-Bloomington",151351,2006,"Football Bowl Subdivision","Big Ten Conference",41434508,0,4353426,1189772,2924982,822668,3910039,4428402,7369012,8982973,7453234,41508845,2646059,2621725,7526790,1003758,14073318,10606825,2006012,1024358,765425063,10821156,2159417,0,0
"Indiana University-Bloomington",151351,2007,"Football Bowl Subdivision","Big Ten Conference",43212993,0,4535033,1088277,2852556,905270,3848798,4981303,8328602,8788516,7884638,46425225,2805687,3129015,9025689,566917,17714295,11284775,1898847,0,864213502,10499371,2318537,0,7290541
"Indiana University-Bloomington",151351,2008,"Football Bowl Subdivision","Big Ten Conference",50920826,0,5224298,1123431,3395056,924838,5867181,5062655,9415771,10944341,8963255,57155333,3134901,4512149,9848448,180500,23662435,14389989,1426911,0,909203016,12636044,2501535,42986000,771000
"Indiana University-Bloomington",151351,2009,"Football Bowl Subdivision","Big Ten Conference",55652636,0,6873123,1110131,3151613,820260,5126456,6384010,10333148,12285281,9568614,61136237,5352421,4676231,13931088,175503,22992233,12146192,1862554,15,961566078,11947990,2578098,41658000,3316000
"Indiana University-Bloomington",151351,2010,"Football Bowl Subdivision","Big Ten Conference",65796415,0,8749129,1206640,3434252,926893,5307991,12606687,10806180,12504427,10254216,69287811,5244213,5015808,18475498,643500,24179840,13346437,2382492,23,978262606,12934511,2629416,40260000,3321000
"Indiana University-Bloomington",151351,2011,"Football Bowl Subdivision","Big Ten Conference",69314511,0,7834010,1260286,4556500,899048,5372648,11435078,12388690,14381704,11186547,71017355,5600192,5282966,15661766,2826460,26725958,12233244,2686769,0,1008266596,16264177,3768724,38792000,3325000
"Indiana University-Bloomington",151351,2012,"Football Bowl Subdivision","Big Ten Conference",69915060,0,8554596,1169524,3663815,1089002,6072840,9346591,13385988,14821756,11810948,72973954,6605570,6596725,14546202,1036497,28513790,12893090,2782080,0,1032209448,16156689,4438013,54227000,3841000
"Indiana University-Bloomington",151351,2013,"Football Bowl Subdivision","Big Ten Conference",72597053,0,8275462,1416004,3375562,1356996,6734326,9345122,14427157,15362946,12303478,76660265,6475757,7170666,15386722,919335,29737573,14408254,2561958,0,1061639150,16063409,4555193,52123117,4424805
"Indiana University-Bloomington",151351,2014,"Football Bowl Subdivision","Big Ten Conference",80386732,0,8737589,1484676,3977402,1835647,7386714,11182993,15569609,17388900,12823202,84668779,6958915,10519810,16792186,287040,30073247,17029219,3008362,0,1130142806,17829682,4709440,49906649,4428448
"Indiana University-Bloomington",151351,2015,"Football Bowl Subdivision","Big Ten Conference",88330530,0,9114923,1581873,3536196,1754750,8347724,17178839,15713534,17374701,13727990,88362421,5744047,8829132,19489765,911652,34834956,15845117,2707752,0,1152460573,18208699,5125748,77090920,4651886
"Indiana University-Bloomington",151351,2016,"Football Bowl Subdivision","Big Ten Conference",94190256,0,8816919,1617616,4899388,1502405,11005427,16333946,17351668,17750863,14912024,95216762,5859732,9427071,20467570,470854,39435308,17388154,2168073,0,1198434617,24430110,6133347,73736822,6007186
